Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
151707560,00000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
151713320,00000567,false,Rx,0,8,00,00,00,00,20,00,00,67,
151744700,000001A6,false,Rx,0,8,41,00,40,00,3F,00,F0,FC,
151745872,000001B3,false,Rx,0,8,FC,C3,00,F9,04,FF,8A,FD,
151747312,00000281,false,Rx,0,2,D2,F3,00,00,00,00,00,00,
151748588,00000173,false,Rx,0,8,E5,F1,00,02,20,00,F2,D7,
151753628,0000012F,false,Rx,0,8,D8,7C,8A,DD,F1,01,33,0B,
151754848,000000E4,false,Rx,0,8,3B,F2,88,82,22,FF,7F,8E,
151755952,00000199,false,Rx,0,6,84,F2,D9,7E,07,A0,00,00,
151756948,0000019A,false,Rx,0,6,CE,F2,93,7E,00,20,00,00,
151757944,0000019F,false,Rx,0,6,F6,F2,1C,80,00,20,00,00,
151759024,00000289,false,Rx,0,8,4E,F5,E0,E0,E1,00,0C,00,
151760124,00000297,false,Rx,0,7,15,E7,F0,EC,F0,F0,FC,00,
151761172,0000018F,false,Rx,0,5,0A,80,F1,FF,FF,00,00,00,
151762116,000001A1,false,Rx,0,5,08,C1,00,00,81,00,00,00,
151763056,000001C4,false,Rx,0,7,84,00,82,00,A1,F7,FF,00,
151764144,000001C5,false,Rx,0,7,86,00,80,00,A1,F7,FF,00,
151765188,000002BB,false,Rx,0,5,6C,F5,83,00,F2,00,00,00,
151766196,00000302,false,Rx,0,7,FF,FF,0A,80,FF,FF,FF,00,
151767432,000005F8,false,Rx,0,8,13,FF,C0,78,FF,FF,FF,FF,
151781972,000002BF,false,Rx,0,3,CD,91,17,00,00,00,00,00,
151794636,000000A5,false,Rx,0,8,D3,F5,09,A8,80,38,0B,F1,
151799800,000003D3,false,Rx,0,2,00,00,00,00,00,00,00,00,
151800752,00000226,false,Rx,0,5,00,FE,FF,00,FF,00,00,00,
151807560,00000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
151809184,00000306,false,Rx,0,2,AC,F7,00,00,00,00,00,00,
151844692,000001A6,false,Rx,0,8,41,00,40,00,3F,00,80,FE,
151845868,000001B3,false,Rx,0,8,FC,C3,00,FA,04,FF,8A,FE,
151848152,00000281,false,Rx,0,2,D9,F3,00,00,00,00,00,00,
151853692,0000012F,false,Rx,0,8,85,7D,8A,DD,F1,01,33,0B,
151854860,000000E4,false,Rx,0,8,3A,FC,88,82,22,FF,7F,8E,
151855964,00000199,false,Rx,0,6,40,FC,D5,7E,07,A0,00,00,
151856960,0000019A,false,Rx,0,6,91,FC,A8,7E,00,20,00,00,
151857956,0000019F,false,Rx,0,6,32,FC,10,80,00,20,00,00,
151859084,00000289,false,Rx,0,8,F4,F7,E0,E0,E1,00,0C,00,
151860176,000002BB,false,Rx,0,5,4B,F7,83,00,F2,00,00,00,
151861116,000001A1,false,Rx,0,5,FC,C6,00,00,81,00,00,00,
151862060,000001C4,false,Rx,0,7,84,00,82,00,AB,F7,FF,00,
151863116,000001C5,false,Rx,0,7,86,00,80,00,AB,F7,FF,00,
151874484,00000573,false,Rx,0,8,00,00,00,00,BC,0A,00,73,
151882416,000002BF,false,Rx,0,3,CD,91,17,00,00,00,00,00,
151894720,000000A5,false,Rx,0,8,21,FA,0C,B8,80,3A,0B,F1,
151907548,00000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
151909180,000003B0,false,Rx,0,2,FD,FF,00,00,00,00,00,00,
151944768,000001B3,false,Rx,0,8,FC,C3,00,FB,04,FF,8A,FF,
151945960,000001A6,false,Rx,0,8,41,00,40,00,3F,00,10,F0,
151948772,00000173,false,Rx,0,8,6B,F6,00,02,20,00,F2,D7,
151949852,00000281,false,Rx,0,2,D5,F3,00,00,00,00,00,00,
151950648,000002C4,false,Rx,0,8,D6,44,FF,64,64,64,00,F0,
151953624,0000012F,false,Rx,0,8,D8,7E,8A,DD,F2,01,33,0B,
151954840,000000E4,false,Rx,0,8,0F,F7,88,82,22,FF,7F,8E,
151955940,00000199,false,Rx,0,6,17,F7,CF,7E,07,A0,00,00,
151956936,0000019A,false,Rx,0,6,36,F7,91,7E,00,20,00,00,
151957932,0000019F,false,Rx,0,6,DF,F7,09,80,00,20,00,00,
151959052,00000289,false,Rx,0,8,F5,F9,E0,E0,E1,00,0C,00,
151960152,00000297,false,Rx,0,7,D0,E8,F0,EC,F0,F0,FC,00,
151961200,0000018F,false,Rx,0,5,0A,80,F1,FF,FF,00,00,00,
151962140,000001A1,false,Rx,0,5,B3,CB,00,00,81,00,00,00,
151963084,000001C4,false,Rx,0,7,84,00,82,00,B5,F7,FF,00,
151964168,000001C5,false,Rx,0,7,86,00,80,00,B5,F7,FF,00,
151965212,000002BB,false,Rx,0,5,BE,F9,83,00,F2,00,00,00,
151966248,00000302,false,Rx,0,7,FF,FF,0A,80,FF,FF,FF,00,
151982804,000002BF,false,Rx,0,3,CD,D1,17,00,00,00,00,00,
151994688,000000A5,false,Rx,0,8,4C,F0,0C,B8,80,3C,0B,F1,
152007552,00000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
152044696,000001A6,false,Rx,0,8,41,00,40,00,3F,00,A0,F1,
152045868,000001B3,false,Rx,0,8,FC,C3,00,FC,04,FF,8A,00,
152047368,00000281,false,Rx,0,2,D5,F3,00,00,00,00,00,00,
152053620,0000012F,false,Rx,0,8,D9,70,8A,DD,F2,01,33,0B,
152054796,000000E4,false,Rx,0,8,3B,F2,88,82,22,FF,7F,8E,
152055900,00000199,false,Rx,0,6,EF,F2,CD,7E,07,A0,00,00,
152056896,0000019A,false,Rx,0,6,CF,F2,9A,7E,00,20,00,00,
152057892,0000019F,false,Rx,0,6,C0,F2,F9,7F,00,20,00,00,
152059044,00000289,false,Rx,0,8,4F,FB,E0,E0,E1,00,0C,00,
152060136,000002BB,false,Rx,0,5,99,FB,83,00,F2,00,00,00,
152061076,000001A1,false,Rx,0,5,08,C1,00,00,81,00,00,00,
152062020,000001C4,false,Rx,0,7,84,00,82,00,BF,F7,FF,00,
152063116,000001C5,false,Rx,0,7,86,00,80,00,BF,F7,FF,00,
152083144,000002BF,false,Rx,0,3,CD,D1,17,00,00,00,00,00,
152094672,000000A5,false,Rx,0,8,A1,F5,07,68,80,4E,0B,F1,
152107552,00000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
152120808,00000578,false,Rx,0,8,00,00,00,00,20,00,00,78,
152144752,000001B3,false,Rx,0,8,FC,C3,00,FD,04,FF,8A,01,
152145944,000001A6,false,Rx,0,8,41,00,40,00,3F,00,30,F3,
152147740,00000281,false,Rx,0,2,D9,F3,00,00,00,00,00,00,
152148920,00000173,false,Rx,0,8,8D,FB,00,02,20,00,F2,D7,
152153640,0000012F,false,Rx,0,8,3E,71,8A,DD,F1,01,33,0B,
152154812,000000E4,false,Rx,0,8,3A,FC,88,82,22,FF,7F,8E,
152155912,00000199,false,Rx,0,6,0E,FC,D1,7E,07,A0,00,00,
152156908,0000019A,false,Rx,0,6,0C,FC,A9,7E,00,20,00,00,
152157900,0000019F,false,Rx,0,6,6E,FC,E8,7F,00,20,00,00,
152159056,00000289,false,Rx,0,8,9C,FD,E0,E0,E1,00,0C,00,
152160152,00000297,false,Rx,0,7,96,E9,F0,EC,F0,F0,FC,00,
152161204,0000018F,false,Rx,0,5,0A,80,F1,FF,FF,00,00,00,
152162144,000001A1,false,Rx,0,5,FC,C6,00,00,81,00,00,00,
152163088,000001C4,false,Rx,0,7,84,00,82,00,C9,F7,FF,00,
152164176,000001C5,false,Rx,0,7,86,00,80,00,C9,F7,FF,00,
152165216,000002BB,false,Rx,0,5,F0,FD,83,00,F2,00,00,00,
152166252,00000302,false,Rx,0,7,FF,FF,0A,80,FF,FF,FF,00,
152183500,000002BF,false,Rx,0,3,D1,D1,17,00,00,00,00,00,
152193972,0000032E,false,Rx,0,8,FF,FF,FF,59,B4,FF,FF,43,
152195148,000000A5,false,Rx,0,8,8C,FA,09,A8,80,3A,0B,F1,
152207256,00000264,false,Rx,0,6,E1,FD,10,0D,80,1E,00,00,
152208252,00000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
152209448,0000026E,false,Rx,0,8,00,40,40,00,FF,FF,FF,FF,
152226492,00000510,false,Rx,0,8,00,00,00,00,FF,FF,00,10,
152244744,000001B3,false,Rx,0,8,FC,C3,00,FE,04,FF,8A,02,
152245936,000001A6,false,Rx,0,8,41,00,40,00,3F,00,C0,F4,
152247748,00000281,false,Rx,0,2,D9,F3,00,00,00,00,00,00,
152253644,0000012F,false,Rx,0,8,D9,72,8A,DD,F1,01,33,0B,
152254832,000000E4,false,Rx,0,8,0F,F7,88,82,22,FF,7F,8E,
152255932,00000199,false,Rx,0,6,E3,F7,C8,7E,07,A0,00,00,
152256928,0000019A,false,Rx,0,6,7A,F7,87,7E,00,20,00,00,
152257924,0000019F,false,Rx,0,6,0C,F7,0C,80,00,20,00,00,
152258916,00000264,false,Rx,0,6,E1,FD,11,0C,80,1E,00,00,
152260028,00000289,false,Rx,0,8,7A,F0,E0,E0,E1,00,0C,00,
152261120,000001A1,false,Rx,0,5,B3,CB,00,00,81,00,00,00,
152262064,000001C4,false,Rx,0,7,84,00,82,00,D3,F7,FF,00,
152263156,000001C5,false,Rx,0,7,86,00,80,00,D3,F7,FF,00,
152264200,000002BB,false,Rx,0,5,BF,F0,83,00,F2,00,00,00,
152279348,000003FB,false,Rx,0,6,C7,90,01,10,F0,48,00,00,
152283952,000002BF,false,Rx,0,3,D1,61,17,00,00,00,00,00,
152294196,00000246,false,Rx,0,5,0C,F4,00,FC,FF,00,00,00,
152295372,000000A5,false,Rx,0,8,8C,F0,09,98,80,40,0B,F1,
152296516,000003F9,false,Rx,0,8,8D,12,82,32,79,78,0F,47,
152307540,00000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
152344768,000001B3,false,Rx,0,8,FC,C3,00,F0,04,FF,8A,F4,
152345948,000001A6,false,Rx,0,8,41,00,40,00,3F,00,50,F6,
152348724,00000173,false,Rx,0,8,E5,F1,00,02,20,00,F2,D7,
152349808,00000281,false,Rx,0,2,DA,F3,00,00,00,00,00,00,
152350584,000002ED,false,Rx,0,3,E8,F2,01,00,00,00,00,00,
152353600,0000012F,false,Rx,0,8,84,73,8A,DD,F1,01,33,0B,
152354800,000000E4,false,Rx,0,8,3B,F2,88,82,22,FF,7F,8E,
152355908,00000199,false,Rx,0,6,A1,F2,C9,7E,07,A0,00,00,
152356904,0000019A,false,Rx,0,6,3D,F2,AB,7E,00,20,00,00,
152357904,0000019F,false,Rx,0,6,F4,F2,0E,80,00,20,00,00,
152359012,00000289,false,Rx,0,8,C0,F2,E0,E0,E1,00,0C,00,
152360096,000001EE,false,Rx,0,2,00,FF,00,00,00,00,00,00,
152360880,00000297,false,Rx,0,7,5C,EA,F0,EC,F0,F0,FC,00,
152362944,0000018F,false,Rx,0,5,0A,80,F1,FF,FF,00,00,00,
152363892,000001C4,false,Rx,0,7,84,00,82,00,DD,F7,FF,00,
152364940,000001C5,false,Rx,0,7,86,00,80,00,DD,F7,FF,00,
152365976,000001D6,false,Rx,0,2,F0,CC,00,00,00,00,00,00,
152366752,000001EA,false,Rx,0,2,FF,FF,00,00,00,00,00,00,
152367544,000001A1,false,Rx,0,5,08,C1,00,00,81,00,00,00,
152369492,000002BB,false,Rx,0,5,98,F2,83,00,F2,00,00,00,
152370440,00000302,false,Rx,0,7,FF,FF,0A,80,FF,FF,FF,00,
152371496,00000567,false,Rx,0,8,00,00,00,00,20,00,00,67,
152374696,000002F7,false,Rx,0,6,02,99,51,11,11,F1,00,00,
152384372,000002BF,false,Rx,0,3,D1,61,17,00,00,00,00,00,
152394660,000000A5,false,Rx,0,8,CC,F5,05,78,80,44,0B,F1,
152407532,00000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
152444732,000001B3,false,Rx,0,8,FC,C3,00,F1,04,FF,8A,F5,
152445940,000001A6,false,Rx,0,8,41,00,40,00,3F,00,E0,F7,
152448580,000002C4,false,Rx,0,8,66,45,FF,64,64,64,00,F0,
152449668,000001B9,false,Rx,0,2,3C,FF,00,00,00,00,00,00,
152450464,00000264,false,Rx,0,6,E1,FD,12,0B,80,1E,00,00,
152451448,00000281,false,Rx,0,2,D7,F3,00,00,00,00,00,00,
152453624,0000012F,false,Rx,0,8,B0,74,8A,DD,F2,01,33,0B,
152454812,000000E4,false,Rx,0,8,3A,FC,88,82,22,FF,7F,8E,
152455916,00000199,false,Rx,0,6,FC,FC,E0,7E,07,A0,00,00,
152456912,0000019A,false,Rx,0,6,2A,FC,A2,7E,00,20,00,00,
152457908,0000019F,false,Rx,0,6,4F,FC,DC,7F,00,20,00,00,
152459088,00000289,false,Rx,0,8,13,F4,E0,E0,E1,00,0C,00,
152460180,000002BB,false,Rx,0,5,F1,F4,83,00,F2,00,00,00,
152461120,000001A1,false,Rx,0,5,FC,C6,00,00,81,00,00,00,
152462064,000001C4,false,Rx,0,7,84,00,82,00,E7,F7,FF,00,
152463128,000001C5,false,Rx,0,7,86,00,80,00,E7,F7,FF,00,
152484772,000002BF,false,Rx,0,3,D1,61,17,00,00,00,00,00,
152494672,000000A5,false,Rx,0,8,A2,FA,05,48,80,52,0B,F1,
152507560,00000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
152515736,00000573,false,Rx,0,8,00,00,00,00,BC,0A,00,73,
152544732,000001B3,false,Rx,0,8,FC,C3,00,F2,04,FF,8A,F6,
152545932,000001A6,false,Rx,0,8,41,00,40,00,3F,00,70,F9,
152547280,00000281,false,Rx,0,2,D3,F3,00,00,00,00,00,00,
152548580,00000173,false,Rx,0,8,6B,F6,00,02,20,00,F2,D7,
152553608,0000012F,false,Rx,0,8,ED,75,8A,DD,F2,01,33,0B,
152554772,000000E4,false,Rx,0,8,0F,F7,88,82,22,FF,7F,8E,
152555868,00000199,false,Rx,0,6,E3,F7,C8,7E,07,A0,00,00,
152556868,0000019A,false,Rx,0,6,AB,F7,90,7E,00,20,00,00,
152557864,0000019F,false,Rx,0,6,B7,F7,06,80,00,20,00,00,
152559016,00000289,false,Rx,0,8,A9,F6,E0,E0,E1,00,0C,00,
152560116,00000297,false,Rx,0,7,1A,EB,F0,EC,F0,F0,FC,00,
152561164,0000018F,false,Rx,0,5,0A,80,F1,FF,FF,00,00,00,
152562104,000001A1,false,Rx,0,5,B3,CB,00,00,81,00,00,00,
152563052,000001C4,false,Rx,0,7,84,00,82,00,F1,F7,FF,00,
152564144,000001C5,false,Rx,0,7,86,00,80,00,F1,F7,FF,00,
152565188,000002BB,false,Rx,0,5,D6,F6,83,00,F2,00,00,00,
152566120,000002CA,false,Rx,0,2,66,6D,00,00,00,00,00,00,
152566912,00000302,false,Rx,0,7,FF,FF,0A,80,FF,FF,FF,00,
152585252,000002BF,false,Rx,0,3,D1,61,17,00,00,00,00,00,
152594672,000000A5,false,Rx,0,8,76,F0,06,78,80,3C,0B,F1,
152607532,00000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
152640792,00000264,false,Rx,0,6,E1,FD,13,0A,80,1E,00,00,
152644728,000001B3,false,Rx,0,8,FC,C3,00,F3,04,FF,8A,F7,
152645940,000001A6,false,Rx,0,8,41,00,40,00,3F,00,00,FB,
152647728,00000281,false,Rx,0,2,DA,F3,00,00,00,00,00,00,
152653660,0000012F,false,Rx,0,8,B0,76,8A,DD,F1,01,33,0B,
152654832,000000E4,false,Rx,0,8,3B,F2,88,82,22,FF,7F,8E,
152655940,00000199,false,Rx,0,6,EE,F2,C4,7E,07,A0,00,00,
152656936,0000019A,false,Rx,0,6,EE,F2,AE,7E,00,20,00,00,
152657932,0000019F,false,Rx,0,6,22,F2,26,80,00,20,00,00,
152659028,00000289,false,Rx,0,8,A8,F8,E0,E0,E1,00,0C,00,
152660120,000002BB,false,Rx,0,5,23,F8,83,00,F2,00,00,00,
152661060,000001A1,false,Rx,0,5,08,C1,00,00,81,00,00,00,
152661996,000001C4,false,Rx,0,7,84,00,82,00,FB,F7,FF,00,
152663096,000001C5,false,Rx,0,7,86,00,80,00,FB,F7,FF,00,
152669924,00000328,false,Rx,0,6,97,44,EF,11,0E,22,00,00,
152686084,000002F9,false,Rx,0,6,00,FF,00,08,FF,F0,00,00,
152687064,000002BF,false,Rx,0,3,D1,61,17,00,00,00,00,00,
152694588,000000A5,false,Rx,0,8,BE,F5,0B,B8,80,32,0B,F1,
152707532,00000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
152744760,000001B3,false,Rx,0,8,FC,C3,00,F4,04,FF,8A,F8,
152745952,000001A6,false,Rx,0,8,41,00,40,00,3F,00,90,FC,
152747720,00000281,false,Rx,0,2,D1,F3,00,00,00,00,00,00,
152748900,00000173,false,Rx,0,8,8D,FB,00,02,20,00,F2,D7,
152753604,0000012F,false,Rx,0,8,ED,77,8A,DD,F1,01,33,0B,
152754812,000000E4,false,Rx,0,8,3A,FC,88,82,22,FF,7F,8E,
152755916,00000199,false,Rx,0,6,DD,FC,D4,7E,07,A0,00,00,
152756912,0000019A,false,Rx,0,6,DB,FC,88,7E,00,20,00,00,
152757908,0000019F,false,Rx,0,6,32,FC,10,80,00,20,00,00,
152759064,00000289,false,Rx,0,8,12,FA,E0,E0,E1,00,0C,00,
152760164,00000297,false,Rx,0,7,D5,EC,F0,EC,F0,F0,FC,00,
152761212,0000018F,false,Rx,0,5,0A,80,F1,FF,FF,00,00,00,
152762156,000001A1,false,Rx,0,5,FC,C6,00,00,81,00,00,00,
152763100,000001C4,false,Rx,0,7,84,00,82,00,05,F8,FF,00,
152764172,000001C5,false,Rx,0,7,86,00,80,00,05,F8,FF,00,
152765212,000002BB,false,Rx,0,5,04,FA,83,00,F2,00,00,00,
152766244,00000302,false,Rx,0,7,FF,FF,0A,80,FF,FF,FF,00,
152767476,00000578,false,Rx,0,8,00,00,00,00,20,00,00,78,
152768748,000005F8,false,Rx,0,8,13,FF,C0,78,FF,FF,FF,FF,
152786232,000002BF,false,Rx,0,3,D1,61,17,00,00,00,00,00,
152794656,000000A5,false,Rx,0,8,0A,FA,0B,A8,80,36,0B,F1,
152799768,000003D3,false,Rx,0,2,00,00,00,00,00,00,00,00,
152800544,00000314,false,Rx,0,3,11,42,00,00,00,00,00,00,
152807536,00000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
152809148,00000306,false,Rx,0,2,AC,F7,00,00,00,00,00,00,
152844708,000001B3,false,Rx,0,8,FC,C3,00,F5,04,FF,8A,F9,
152845916,000001A6,false,Rx,0,8,41,00,40,00,3F,00,20,FE,
152848128,00000281,false,Rx,0,2,D9,F3,00,00,00,00,00,00,
152853584,0000012F,false,Rx,0,8,B1,78,8A,DD,F1,01,33,0B,
152854788,000000E4,false,Rx,0,8,0F,F7,88,82,22,FF,7F,8E,
152855884,00000199,false,Rx,0,6,30,F7,CD,7E,07,A0,00,00,
152856884,0000019A,false,Rx,0,6,58,F7,A8,7E,00,20,00,00,
152857880,0000019F,false,Rx,0,6,74,F7,ED,7F,00,20,00,00,
152859024,00000289,false,Rx,0,8,C1,FC,E0,E0,E1,00,0C,00,
152860116,000002BB,false,Rx,0,5,6D,FC,83,00,F2,00,00,00,
152861056,000001A1,false,Rx,0,5,B3,CB,00,00,81,00,00,00,
152862000,000001C4,false,Rx,0,7,84,00,82,00,0F,F8,FF,00,
152863048,000001C5,false,Rx,0,7,86,00,80,00,0F,F8,FF,00,
152866504,00000510,false,Rx,0,8,00,00,00,00,FF,FF,00,10,
152872628,00000264,false,Rx,0,6,E1,FD,14,09,80,1E,00,00,
152883104,0000030A,false,Rx,0,2,FC,FF,00,00,00,00,00,00,
152886728,000002BF,false,Rx,0,3,C9,61,17,00,00,00,00,00,
152894692,000000A5,false,Rx,0,8,28,F0,0A,A8,80,3E,0B,F1,
152907524,00000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
152909252,000003B0,false,Rx,0,2,FD,FF,00,00,00,00,00,00,
152944708,000001B3,false,Rx,0,8,FC,C3,00,F6,04,FF,8A,FA,
152945892,000001A6,false,Rx,0,8,41,00,40,00,3F,00,B0,FF,
152948564,00000173,false,Rx,0,8,E5,F1,00,02,20,00,F2,D7,
152949644,00000281,false,Rx,0,2,D3,F3,00,00,00,00,00,00,
152950444,000002C4,false,Rx,0,8,F6,45,FF,64,64,64,00,F0,
152953596,0000012F,false,Rx,0,8,EC,79,8A,DD,F1,01,33,0B,
152954808,000000E4,false,Rx,0,8,3B,F2,88,82,22,FF,7F,8E,
152955912,00000199,false,Rx,0,6,19,F2,D8,7E,07,A0,00,00,
152956904,0000019A,false,Rx,0,6,75,F2,99,7E,00,20,00,00,
152957900,0000019F,false,Rx,0,6,A9,F2,FF,7F,00,20,00,00,
152959024,00000289,false,Rx,0,8,7B,FE,E0,E0,E1,00,0C,00,
152960124,00000297,false,Rx,0,7,93,ED,F0,EC,F0,F0,FC,00,
152961172,0000018F,false,Rx,0,5,0A,80,F1,FF,FF,00,00,00,
152962116,000001A1,false,Rx,0,5,08,C1,00,00,81,00,00,00,
152963076,000001C4,false,Rx,0,7,84,00,82,00,19,F8,FF,00,
152964176,000001C5,false,Rx,0,7,86,00,80,00,19,F8,FF,00,
152965220,000002BB,false,Rx,0,5,4A,FE,83,00,F2,00,00,00,
152966240,00000302,false,Rx,0,7,FF,FF,0A,80,FF,FF,FF,00,
152987148,000002BF,false,Rx,0,3,C9,61,17,00,00,00,00,00,
152994612,000000A5,false,Rx,0,8,9B,F5,0E,E8,80,28,0B,F1,
152999472,000003AF,false,Rx,0,4,00,CC,81,E1,00,00,00,00,
153000356,00000377,false,Rx,0,3,12,FC,60,00,00,00,00,00,
153003784,00000567,false,Rx,0,8,00,00,00,00,20,00,00,67,
153007528,00000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
153044728,000001B3,false,Rx,0,8,FC,C3,00,F7,04,FF,8A,FB,
153045928,000001A6,false,Rx,0,8,41,00,40,00,3F,00,40,F1,
153047280,00000281,false,Rx,0,2,D6,F3,00,00,00,00,00,00,
153053624,0000012F,false,Rx,0,8,B1,7A,8A,DD,F2,01,33,0B,
153054796,000000E4,false,Rx,0,8,3A,FC,88,82,22,FF,7F,8E,
153055900,00000199,false,Rx,0,6,DE,FC,CF,7E,07,A0,00,00,
153056896,0000019A,false,Rx,0,6,96,FC,97,7E,00,20,00,00,
153057892,0000019F,false,Rx,0,6,5B,FC,16,80,00,20,00,00,
153059028,00000289,false,Rx,0,8,27,F1,E0,E0,E1,00,0C,00,
153060120,000002BB,false,Rx,0,5,22,F1,83,00,F2,00,00,00,
153061060,000001A1,false,Rx,0,5,FC,C6,00,00,81,00,00,00,
153062004,000001C4,false,Rx,0,7,84,00,82,00,23,F8,FF,00,
153063052,000001C5,false,Rx,0,7,86,00,80,00,23,F8,FF,00,
153087600,000002BF,false,Rx,0,3,C9,61,17,00,00,00,00,00,
153094684,000000A5,false,Rx,0,8,03,FA,09,88,80,4E,0B,F1,
153107524,00000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
153144744,000001B3,false,Rx,0,8,FC,C3,00,F8,04,FF,8A,FC,
153145924,000001A6,false,Rx,0,8,41,00,40,00,3F,00,D0,F2,
153147760,00000281,false,Rx,0,2,D6,F3,00,00,00,00,00,00,
153148956,00000173,false,Rx,0,8,6B,F6,00,02,20,00,F2,D7,
153153596,0000012F,false,Rx,0,8,EC,7B,8A,DD,F2,01,33,0B,
153154760,000000E4,false,Rx,0,8,0F,F7,88,82,22,FF,7F,8E,
153155856,00000199,false,Rx,0,6,59,F7,CB,7E,07,A0,00,00,
153156852,0000019A,false,Rx,0,6,7F,F7,AA,7E,00,20,00,00,
153157852,0000019F,false,Rx,0,6,A4,F7,F3,7F,00,20,00,00,
153159008,00000289,false,Rx,0,8,9D,F3,E0,E0,E1,00,0C,00,
153160104,00000297,false,Rx,0,7,59,EE,F0,EC,F0,F0,FC,00,
153161156,0000018F,false,Rx,0,5,0A,80,F1,FF,FF,00,00,00,
153162096,000001A1,false,Rx,0,5,B3,CB,00,00,81,00,00,00,
153163040,000001C4,false,Rx,0,7,84,00,82,00,2D,F8,FF,00,
153164096,000001C5,false,Rx,0,7,86,00,80,00,2D,F8,FF,00,
153165140,000002BB,false,Rx,0,5,05,F3,83,00,F2,00,00,00,
153166164,00000302,false,Rx,0,7,FF,FF,0A,80,FF,FF,FF,00,
153167396,00000573,false,Rx,0,8,00,00,00,00,BC,0A,00,73,
153188000,000002BF,false,Rx,0,3,C9,61,17,00,00,00,00,00,
153194604,000000A5,false,Rx,0,8,18,F0,0C,D8,80,30,0B,F1,
153198496,0000032E,false,Rx,0,8,FF,FF,FF,5A,B4,FF,FF,44,
153207516,00000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
153244724,000001B3,false,Rx,0,8,FC,C3,00,F9,04,FF,8A,FD,
153245928,000001A6,false,Rx,0,8,41,00,40,00,3F,00,60,F4,
153247708,00000281,false,Rx,0,2,D9,F3,00,00,00,00,00,00,
153253588,0000012F,false,Rx,0,8,D8,7C,8A,DD,F1,01,33,0B,
153254820,000000E4,false,Rx,0,8,3B,F2,88,82,22,FF,7F,8E,
153255920,00000199,false,Rx,0,6,72,F2,CC,7E,07,A0,00,00,
153256920,0000019A,false,Rx,0,6,77,F2,8B,7E,00,20,00,00,
153257920,0000019F,false,Rx,0,6,26,F2,02,80,00,20,00,00,
153259036,00000289,false,Rx,0,8,4E,F5,E0,E0,E1,00,0C,00,
153260128,000002BB,false,Rx,0,5,6C,F5,83,00,F2,00,00,00,
153261072,000001A1,false,Rx,0,5,08,C1,00,00,81,00,00,00,
153262004,000001C4,false,Rx,0,7,84,00,82,00,37,F8,FF,00,
153263068,000001C5,false,Rx,0,7,86,00,80,00,37,F8,FF,00,
153279320,000003FB,false,Rx,0,6,C7,90,01,10,F0,48,00,00,
153280732,000001F6,false,Rx,0,2,80,F0,00,00,00,00,00,00,
153288380,000002BF,false,Rx,0,3,C9,61,17,00,00,00,00,00,
153294680,000000A5,false,Rx,0,8,9B,F5,08,78,80,50,0B,F1,
153295844,000003F9,false,Rx,0,8,D0,13,82,32,79,78,0F,47,
153298412,000002F0,false,Rx,0,3,74,30,FF,00,00,00,00,00,
153299348,00000246,false,Rx,0,5,0C,F4,00,FC,FF,00,00,00,
153307524,00000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
153344752,000001B3,false,Rx,0,8,FC,C3,00,FA,04,FF,8A,FE,
153345932,000001A6,false,Rx,0,8,41,00,40,00,3F,00,F0,F5,
153348036,00000281,false,Rx,0,2,D7,F3,00,00,00,00,00,00,
153349220,00000173,false,Rx,0,8,8D,FB,00,02,20,00,F2,D7,
153350312,000002ED,false,Rx,0,3,A4,F3,01,00,00,00,00,00,
153353588,0000012F,false,Rx,0,8,85,7D,8A,DD,F1,01,33,0B,
153354756,000000E4,false,Rx,0,8,3A,FC,88,82,22,FF,7F,8E,
153355860,00000199,false,Rx,0,6,43,FC,CE,7E,07,A0,00,00,
153356856,0000019A,false,Rx,0,6,F8,FC,AE,7E,00,20,00,00,
153357852,0000019F,false,Rx,0,6,4B,FC,F8,7F,00,20,00,00,
153359000,00000289,false,Rx,0,8,F4,F7,E0,E0,E1,00,0C,00,
153360080,000001EE,false,Rx,0,2,00,FF,00,00,00,00,00,00,
153360872,00000297,false,Rx,0,7,DA,E0,F0,EC,F0,F0,FC,00,
153362932,0000018F,false,Rx,0,5,0A,80,F1,FF,FF,00,00,00,
153363880,000001C4,false,Rx,0,7,84,00,82,00,41,F8,FF,00,
