Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
129062416,0000001C4,false,Rx,0,7,84,00,82,00,C2,FE,FF,00,
129063512,0000001C5,false,Rx,0,7,86,00,80,00,C2,FE,FF,00,
129064560,0000002BB,false,Rx,0,5,22,F1,83,00,F2,00,00,00,
129065544,0000003F8,false,Rx,0,7,00,FF,FF,1F,2E,FF,FF,00,
129087912,0000002BF,false,Rx,0,3,9E,71,16,00,00,00,00,00,
129094892,0000000A5,false,Rx,0,8,59,FA,0C,E8,80,34,0B,F1,
129098440,00000032E,false,Rx,0,8,FF,FF,FF,59,B9,FF,FF,3F,
129099540,000000247,false,Rx,0,2,00,00,00,00,00,00,00,00,
129100332,0000002E6,false,Rx,0,8,00,64,00,FF,0B,02,0F,28,
129101568,0000002EA,false,Rx,0,8,FF,FF,FF,FF,0B,01,3F,28,
129102720,0000003F8,false,Rx,0,7,00,FF,FF,1F,2E,FF,FF,00,
129108548,0000002E6,false,Rx,0,8,00,64,00,FF,0B,02,0F,28,
129109636,000000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
129127712,000000567,false,Rx,0,8,00,00,00,00,20,00,00,67,
129129212,0000001B3,false,Rx,0,8,FC,C3,00,F8,04,FF,80,F2,
129145464,0000001A6,false,Rx,0,8,41,00,40,00,3F,00,D0,FB,
129149172,000000173,false,Rx,0,8,6B,F6,00,02,20,00,F2,D7,
129150256,000000281,false,Rx,0,2,D5,F3,00,00,00,00,00,00,
129154936,0000000E4,false,Rx,0,8,0F,F7,88,82,22,FF,7F,8E,
129156076,00000012F,false,Rx,0,8,0D,7A,8A,DD,F1,05,33,0B,
129157176,000000199,false,Rx,0,6,D9,F7,C1,7E,0A,A0,00,00,
129158172,00000019A,false,Rx,0,6,C3,F7,9F,7E,00,20,00,00,
129159164,00000019F,false,Rx,0,6,DE,F7,00,80,00,20,00,00,
129160320,000000289,false,Rx,0,8,9D,F3,E0,E0,E1,00,0C,00,
129161412,00000018F,false,Rx,0,5,0A,80,F1,FF,FF,00,00,00,
129162356,0000001A1,false,Rx,0,5,B3,CB,00,00,81,00,00,00,
129163300,0000001C4,false,Rx,0,7,84,00,82,00,CC,FE,FF,00,
129164348,0000001C5,false,Rx,0,7,86,00,80,00,CC,FE,FF,00,
129165380,0000001F6,false,Rx,0,2,80,F0,00,00,00,00,00,00,
129166160,0000002BB,false,Rx,0,5,05,F3,83,00,F2,00,00,00,
129167104,000000302,false,Rx,0,7,FF,FF,0A,80,FF,FF,FF,00,
129169176,0000005E7,false,Rx,0,8,99,01,0A,28,01,00,00,00,
129183576,000000297,false,Rx,0,7,59,EE,F0,EC,F0,F0,FC,00,
129186840,000000510,false,Rx,0,8,00,00,00,00,FF,FF,00,10,
129188300,0000002BF,false,Rx,0,3,9E,B1,16,00,00,00,00,00,
129189236,000000246,false,Rx,0,5,0C,F4,00,FC,FF,00,00,00,
129194884,0000000A5,false,Rx,0,8,B1,F0,0E,E8,80,3C,0B,F1,
129198348,0000002F0,false,Rx,0,3,74,30,FF,00,00,00,00,00,
129199276,000000242,false,Rx,0,5,10,F1,FC,28,28,00,00,00,
129200220,000000246,false,Rx,0,5,0C,F4,00,FC,FF,00,00,00,
129208864,000000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
129218944,0000003F8,false,Rx,0,7,00,FF,FF,1F,2E,FF,FF,00,
129223312,000000393,false,Rx,0,4,3F,32,00,FD,00,00,00,00,
129227224,0000005F8,false,Rx,0,8,6E,0A,00,FC,FF,FF,FF,FF,
129229384,0000001B3,false,Rx,0,8,FC,C3,00,F9,04,FF,80,F3,
129230700,00000022A,false,Rx,0,3,3F,FF,FF,00,00,00,00,00,
129245468,0000001A6,false,Rx,0,8,41,00,40,00,3F,00,60,FD,
129249404,000000281,false,Rx,0,2,D5,F3,00,00,00,00,00,00,
129254928,0000000E4,false,Rx,0,8,3B,F2,88,82,22,FF,7F,8E,
129256076,00000012F,false,Rx,0,8,50,7B,8A,DD,F1,05,33,0B,
129257176,000000199,false,Rx,0,6,BD,F2,CB,7E,0A,A0,00,00,
129258172,00000019A,false,Rx,0,6,A7,F2,95,7E,00,20,00,00,
129259168,00000019F,false,Rx,0,6,5D,F2,F8,7F,00,20,00,00,
129260316,000000289,false,Rx,0,8,4E,F5,E0,E0,E1,00,0C,00,
129261408,0000001A1,false,Rx,0,5,08,C1,00,00,81,00,00,00,
129262364,0000001C4,false,Rx,0,7,84,00,82,00,D6,FE,FF,00,
129263456,0000001C5,false,Rx,0,7,86,00,80,00,D6,FE,FF,00,
129264500,0000002BB,false,Rx,0,5,6C,F5,83,00,F2,00,00,00,
129280212,0000003FB,false,Rx,0,6,C7,90,01,10,F0,48,00,00,
129288772,0000002BF,false,Rx,0,3,9E,B1,16,00,00,00,00,00,
129294920,0000000A5,false,Rx,0,8,65,F5,0D,D8,80,3A,0B,F1,
129296080,0000003F9,false,Rx,0,8,DF,13,82,36,7A,78,0F,47,
129308920,000000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
129327740,0000005F8,false,Rx,0,8,6E,0B,00,FC,FF,FF,FF,FF,
129329348,0000001B3,false,Rx,0,8,FC,C3,00,FA,04,FF,80,F4,
129330436,000000387,false,Rx,0,2,FC,FF,00,00,00,00,00,00,
129331212,00000030A,false,Rx,0,2,FC,FF,00,00,00,00,00,00,
129331984,000000320,false,Rx,0,2,00,FF,00,00,00,00,00,00,
129345460,0000001A6,false,Rx,0,8,41,00,40,00,3F,00,F0,FE,
129349080,000000173,false,Rx,0,8,8D,FB,00,02,20,00,F2,D7,
129350164,000000281,false,Rx,0,2,D5,F3,00,00,00,00,00,00,
129351020,0000002ED,false,Rx,0,3,37,F8,00,00,00,00,00,00,
129354928,0000000E4,false,Rx,0,8,3A,FC,88,82,22,FF,7F,8E,
129356064,00000012F,false,Rx,0,8,64,7C,8A,DD,F2,05,33,0B,
129357164,000000199,false,Rx,0,6,E6,FC,D4,7E,0A,A0,00,00,
129358160,00000019A,false,Rx,0,6,63,FC,99,7E,00,20,00,00,
129359156,00000019F,false,Rx,0,6,8B,FC,08,80,00,20,00,00,
129360288,000000289,false,Rx,0,8,F4,F7,E0,E0,E1,00,0C,00,
129361372,0000001EE,false,Rx,0,2,00,FF,00,00,00,00,00,00,
129362156,00000018F,false,Rx,0,5,0A,80,F1,FF,FF,00,00,00,
129363096,0000001A1,false,Rx,0,5,FC,C6,00,00,81,00,00,00,
129365052,0000001C4,false,Rx,0,7,84,00,82,00,E0,FE,FF,00,
129366088,0000001D6,false,Rx,0,2,F0,CC,00,00,00,00,00,00,
129366860,0000001EA,false,Rx,0,2,FF,FF,00,00,00,00,00,00,
129367640,0000002A6,false,Rx,0,2,00,A4,00,00,00,00,00,00,
129368420,0000002BB,false,Rx,0,5,4B,F7,83,00,F2,00,00,00,
129369364,0000002F7,false,Rx,0,6,02,99,51,11,11,F1,00,00,
129370364,000000302,false,Rx,0,7,FF,FF,0A,80,FF,FF,FF,00,
129371400,0000003E6,false,Rx,0,2,FF,FF,00,00,00,00,00,00,
129372196,0000001C5,false,Rx,0,7,86,00,80,00,E0,FE,FF,00,
129383580,000000297,false,Rx,0,7,DA,E0,F0,EC,F0,F0,FC,00,
129389112,0000002BF,false,Rx,0,3,9E,B1,16,00,00,00,00,00,
129394888,0000000A5,false,Rx,0,8,17,FA,09,88,80,56,0B,F1,
129408860,000000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
129427968,0000005F8,false,Rx,0,8,6E,0C,00,FC,FF,FF,FF,FF,
129429448,0000001B3,false,Rx,0,8,FC,C3,00,FB,04,FF,80,F5,
129430676,000000573,false,Rx,0,8,00,00,00,00,BC,0A,00,73,
129441456,0000000F2,false,Rx,0,8,F1,FF,87,C1,FF,FF,FF,FF,
129445452,0000001A6,false,Rx,0,8,41,00,40,00,3F,00,80,F0,
129449220,0000002C4,false,Rx,0,8,BB,2A,FF,64,64,64,00,F0,
129450312,0000001B9,false,Rx,0,2,3C,FF,00,00,00,00,00,00,
129451088,000000281,false,Rx,0,2,D7,F3,00,00,00,00,00,00,
129454940,0000000E4,false,Rx,0,8,0F,F7,88,82,22,FF,7F,8E,
129456100,00000012F,false,Rx,0,8,39,7D,8A,DD,F2,05,33,0B,
129457208,000000199,false,Rx,0,6,46,F7,D2,7E,0A,A0,00,00,
129458204,00000019A,false,Rx,0,6,E2,F7,AB,7E,00,20,00,00,
129459192,00000019F,false,Rx,0,6,DF,F7,09,80,00,20,00,00,
129460296,000000289,false,Rx,0,8,F5,F9,E0,E0,E1,00,0C,00,
129461388,0000001A1,false,Rx,0,5,B3,CB,00,00,81,00,00,00,
129462332,0000001C4,false,Rx,0,7,84,00,82,00,EA,FE,FF,00,
129463412,0000001C5,false,Rx,0,7,86,00,80,00,EA,FE,FF,00,
129464456,0000002BB,false,Rx,0,5,BE,F9,83,00,F2,00,00,00,
129467680,0000005E0,false,Rx,0,8,8C,00,00,6F,00,00,00,FF,
129489476,0000002BF,false,Rx,0,3,9E,B1,16,00,00,00,00,00,
129494880,0000000A5,false,Rx,0,8,E2,F0,09,A8,80,3E,0B,F1,
129508860,000000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
129529200,0000001B3,false,Rx,0,8,FC,C3,00,FC,04,FF,80,F6,
129545472,0000001A6,false,Rx,0,8,41,00,40,00,3F,00,10,F2,
129548080,000000281,false,Rx,0,2,CF,F3,00,00,00,00,00,00,
129549376,000000173,false,Rx,0,8,E5,F1,00,02,20,00,F2,D7,
129550460,0000002CA,false,Rx,0,2,66,6F,00,00,00,00,00,00,
129554932,0000000E4,false,Rx,0,8,3B,F2,88,82,22,FF,7F,8E,
129556072,00000012F,false,Rx,0,8,64,7E,8A,DD,F1,05,33,0B,
129557168,000000199,false,Rx,0,6,F3,F2,CF,7E,0A,A0,00,00,
129558168,00000019A,false,Rx,0,6,A4,F2,8E,7E,00,20,00,00,
129559164,00000019F,false,Rx,0,6,D3,F2,0C,80,00,20,00,00,
129560280,000000289,false,Rx,0,8,4F,FB,E0,E0,E1,00,0C,00,
129561372,00000018F,false,Rx,0,5,0A,80,F1,FF,FF,00,00,00,
129562316,0000001A1,false,Rx,0,5,08,C1,00,00,81,00,00,00,
129563256,0000001C4,false,Rx,0,7,84,00,82,00,F4,FE,FF,00,
129564328,0000001C5,false,Rx,0,7,86,00,80,00,F4,FE,FF,00,
129565372,0000002BB,false,Rx,0,5,99,FB,83,00,F2,00,00,00,
129566400,000000302,false,Rx,0,7,FF,FF,0A,80,FF,FF,FF,00,
129583040,000000297,false,Rx,0,7,9C,E1,F0,EC,F0,F0,FC,00,
129590244,0000002F9,false,Rx,0,6,00,FF,00,08,FF,F0,00,00,
129591228,0000002BF,false,Rx,0,3,A3,B1,16,00,00,00,00,00,
129594864,0000000A5,false,Rx,0,8,79,F5,0D,B8,80,46,0B,F1,
129608864,000000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
129627648,000000578,false,Rx,0,8,00,00,00,00,20,00,00,78,
129629196,0000001B3,false,Rx,0,8,FC,C3,00,FD,04,FF,80,F7,
129645456,0000001A6,false,Rx,0,8,41,00,40,00,3F,00,A0,F3,
129649224,000000281,false,Rx,0,2,D6,F3,00,00,00,00,00,00,
129654920,0000000E4,false,Rx,0,8,3A,FC,88,82,22,FF,7F,8E,
129656044,00000012F,false,Rx,0,8,65,70,8A,DD,F1,05,33,0B,
129657140,000000199,false,Rx,0,6,11,FC,C8,7E,0A,A0,00,00,
129658136,00000019A,false,Rx,0,6,B5,FC,B1,7E,00,20,00,00,
129659136,00000019F,false,Rx,0,6,07,FC,EE,7F,00,20,00,00,
129660276,000000289,false,Rx,0,8,9C,FD,E0,E0,E1,00,0C,00,
129661368,0000001A1,false,Rx,0,5,FC,C6,00,00,81,00,00,00,
129662324,0000001C4,false,Rx,0,7,84,00,82,00,FE,FE,FF,00,
129663424,0000001C5,false,Rx,0,7,86,00,80,00,FE,FE,FF,00,
129664468,0000002BB,false,Rx,0,5,F0,FD,83,00,F2,00,00,00,
129669396,0000005F8,false,Rx,0,8,13,FF,C0,78,FF,FF,FF,FF,
129672400,000000328,false,Rx,0,6,80,44,EF,11,0E,22,00,00,
129690332,0000002BF,false,Rx,0,3,A3,B1,16,00,00,00,00,00,
129694888,0000000A5,false,Rx,0,8,AE,FA,0A,B8,80,3E,0B,F1,
129708856,000000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
129729168,0000001B3,false,Rx,0,8,FC,C3,00,FE,04,FF,80,F8,
129745440,0000001A6,false,Rx,0,8,41,00,40,00,3F,00,30,F5,
129749024,000000173,false,Rx,0,8,6B,F6,00,02,20,00,F2,D7,
129750108,000000281,false,Rx,0,2,D1,F3,00,00,00,00,00,00,
129754888,0000000E4,false,Rx,0,8,0F,F7,88,82,22,FF,7F,8E,
129756028,00000012F,false,Rx,0,8,38,71,8A,DD,F1,05,33,0B,
129757128,000000199,false,Rx,0,6,2C,F7,CF,7E,0A,A0,00,00,
129758124,00000019A,false,Rx,0,6,AB,F7,90,7E,00,20,00,00,
129759120,00000019F,false,Rx,0,6,83,F7,F1,7F,00,20,00,00,
129760276,000000289,false,Rx,0,8,7A,F0,E0,E0,E1,00,0C,00,
129761368,00000018F,false,Rx,0,5,0A,80,F1,FF,FF,00,00,00,
129762304,0000001A1,false,Rx,0,5,B3,CB,00,00,81,00,00,00,
129763248,0000001C4,false,Rx,0,7,84,00,82,00,08,FF,FF,00,
129764320,0000001C5,false,Rx,0,7,86,00,80,00,08,FF,FF,00,
129765360,0000002BB,false,Rx,0,5,BF,F0,83,00,F2,00,00,00,
129766408,000000302,false,Rx,0,7,FF,FF,0A,80,FF,FF,FF,00,
129772976,000000567,false,Rx,0,8,00,00,00,00,20,00,00,67,
129782800,000000297,false,Rx,0,7,56,E2,F0,EC,F0,F0,FC,00,
129790848,0000002BF,false,Rx,0,3,A3,B1,16,00,00,00,00,00,
129794864,0000000A5,false,Rx,0,8,BA,F0,0D,C8,80,3C,0B,F1,
129800920,0000003D3,false,Rx,0,2,00,00,00,00,00,00,00,00,
129808908,000000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
129809840,000000306,false,Rx,0,2,AC,F7,00,00,00,00,00,00,
129826832,000000510,false,Rx,0,8,00,00,00,00,FF,FF,00,10,
129829128,0000001B3,false,Rx,0,8,FC,C3,00,F0,04,FF,80,EA,
129845428,0000001A6,false,Rx,0,8,41,00,40,00,3F,00,C0,F6,
129848768,000000281,false,Rx,0,2,D2,F3,00,00,00,00,00,00,
129854888,0000000E4,false,Rx,0,8,3B,F2,88,82,22,FF,7F,8E,
129856040,00000012F,false,Rx,0,8,DF,72,8A,DD,F1,05,33,0B,
129857136,000000199,false,Rx,0,6,6D,F2,D5,7E,0A,A0,00,00,
129858132,00000019A,false,Rx,0,6,1B,F2,A0,7E,00,20,00,00,
129859132,00000019F,false,Rx,0,6,7A,F2,FA,7F,00,20,00,00,
129860256,000000289,false,Rx,0,8,C0,F2,E0,E0,E1,00,0C,00,
129861348,0000001A1,false,Rx,0,5,08,C1,00,00,81,00,00,00,
129862324,0000001C4,false,Rx,0,7,84,00,82,00,12,FF,FF,00,
129863424,0000001C5,false,Rx,0,7,86,00,80,00,12,FF,FF,00,
129864468,0000002BB,false,Rx,0,5,98,F2,83,00,F2,00,00,00,
129885960,0000003E6,false,Rx,0,2,FF,FF,00,00,00,00,00,00,
129891304,0000002BF,false,Rx,0,3,A3,B1,16,00,00,00,00,00,
129894860,0000000A5,false,Rx,0,8,BA,F5,0D,F8,80,2E,0B,F1,
129900676,0000002D5,false,Rx,0,2,FC,FF,00,00,00,00,00,00,
129908912,000000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
129909844,0000003B0,false,Rx,0,2,FE,FF,00,00,00,00,00,00,
129929132,0000001B3,false,Rx,0,8,FC,C3,00,F1,04,FF,80,EB,
129938932,000000173,false,Rx,0,8,D6,FA,08,02,20,08,F2,D7,
129945460,0000001A6,false,Rx,0,8,41,00,40,00,3F,00,50,F8,
129949120,000000173,false,Rx,0,8,8B,FB,08,02,20,08,F2,D7,
129950204,000000281,false,Rx,0,2,D9,F3,00,00,00,00,00,00,
129951000,0000002C4,false,Rx,0,8,55,2B,FF,64,64,64,00,F0,
129954960,0000000E4,false,Rx,0,8,3A,FC,88,82,22,FF,7F,8E,
129956092,00000012F,false,Rx,0,8,38,73,8A,DD,F2,05,33,0B,
129957192,000000199,false,Rx,0,6,C1,FC,D6,7E,0A,A0,00,00,
129958188,00000019A,false,Rx,0,6,DE,FC,A5,7E,00,20,00,00,
129959184,00000019F,false,Rx,0,6,30,FC,02,80,00,20,00,00,
129960332,000000289,false,Rx,0,8,13,F4,E0,E0,E1,00,0C,00,
129961424,00000018F,false,Rx,0,5,0A,80,F1,FF,FF,00,00,00,
129962368,0000001A1,false,Rx,0,5,FC,C6,00,00,81,00,00,00,
129963312,0000001C4,false,Rx,0,7,84,00,82,00,1C,FF,FF,00,
129964404,0000001C5,false,Rx,0,7,86,00,80,00,1C,FF,FF,00,
129965448,0000002BB,false,Rx,0,5,F1,F4,83,00,F2,00,00,00,
129966472,000000302,false,Rx,0,7,FF,FF,0A,80,FF,FF,FF,00,
129982536,000000297,false,Rx,0,7,10,E3,F0,EC,F0,F0,FC,00,
129991660,0000002BF,false,Rx,0,3,A3,B1,16,00,00,00,00,00,
129994884,0000000A5,false,Rx,0,8,B7,FA,0E,D8,80,42,0B,F1,
130008840,000000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
130029120,0000001B3,false,Rx,0,8,FC,C3,00,F2,04,FF,80,EC,
130045428,0000001A6,false,Rx,0,8,41,00,40,00,3F,00,E0,F9,
130048076,000000281,false,Rx,0,2,CF,F3,00,00,00,00,00,00,
130054948,0000000E4,false,Rx,0,8,0F,F7,88,82,22,FF,7F,8E,
130056088,00000012F,false,Rx,0,8,B6,74,8A,DD,F2,05,33,0B,
130057188,000000199,false,Rx,0,6,2F,F7,D4,7E,0A,A0,00,00,
130058184,00000019A,false,Rx,0,6,8C,F7,92,7E,00,20,00,00,
130059180,00000019F,false,Rx,0,6,2A,F7,07,80,00,20,00,00,
130060320,000000289,false,Rx,0,8,A9,F6,E0,E0,E1,00,0C,00,
130061412,0000001A1,false,Rx,0,5,B3,CB,00,00,81,00,00,00,
130062356,0000001C4,false,Rx,0,7,84,00,82,00,26,FF,FF,00,
130063456,0000001C5,false,Rx,0,7,86,00,80,00,26,FF,FF,00,
130064504,0000002BB,false,Rx,0,5,D6,F6,83,00,F2,00,00,00,
130071708,000000573,false,Rx,0,8,00,00,00,00,BC,0A,00,73,
130085952,0000003E6,false,Rx,0,2,FF,FF,00,00,00,00,00,00,
130092088,0000002BF,false,Rx,0,3,A3,B1,16,00,00,00,00,00,
130094888,0000000A5,false,Rx,0,8,BE,F0,0C,C8,80,40,0B,F1,
130102592,00000032E,false,Rx,0,8,FF,FF,FF,59,B9,FF,FF,3F,
130108840,000000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
130129116,0000001B3,false,Rx,0,8,FC,B8,00,F3,04,FF,80,E2,
130145440,0000001A6,false,Rx,0,8,41,00,40,00,3F,00,70,FB,
130149100,000000173,false,Rx,0,8,E3,F1,08,02,20,08,F2,D7,
130150180,000000281,false,Rx,0,2,DB,F3,00,00,00,00,00,00,
130154940,0000000E4,false,Rx,0,8,3B,F2,88,82,22,FF,7F,8E,
130156068,00000012F,false,Rx,0,8,51,75,8A,DD,F1,05,33,0B,
130157168,000000199,false,Rx,0,6,D5,F2,C4,7E,0A,A0,00,00,
130158164,00000019A,false,Rx,0,6,1A,F2,A9,7E,00,20,00,00,
130159160,00000019F,false,Rx,0,6,5C,F2,F1,7F,00,20,00,00,
130160260,000000289,false,Rx,0,8,A8,F8,E0,E0,E1,00,0C,00,
130161352,00000018F,false,Rx,0,5,0A,80,F1,FF,FF,00,00,00,
130162292,0000001A1,false,Rx,0,5,08,C1,00,00,81,00,00,00,
130163232,0000001C4,false,Rx,0,7,84,00,82,00,30,FF,FF,00,
130164336,0000001C5,false,Rx,0,7,86,00,80,00,30,FF,FF,00,
130165380,0000002BB,false,Rx,0,5,23,F8,83,00,F2,00,00,00,
130166396,000000302,false,Rx,0,7,FF,FF,0A,80,FF,FF,FF,00,
130182364,000000297,false,Rx,0,7,DF,E4,F0,EC,F0,F0,FC,00,
130192460,0000002BF,false,Rx,0,3,A3,B1,16,00,00,00,00,00,
130194872,0000000A5,false,Rx,0,8,22,F5,0D,D8,80,40,0B,F1,
130197544,0000000E2,false,Rx,0,8,F1,FF,E7,FC,FF,FF,FF,FF,
130198732,0000000E6,false,Rx,0,8,F1,FF,E7,FC,FF,FF,FF,FF,
130199964,0000000EA,false,Rx,0,8,81,FF,E7,FC,FF,FF,FF,FF,
130201172,0000000EE,false,Rx,0,8,F1,FF,E7,FD,FF,FF,FF,FF,
130202700,000000246,false,Rx,0,5,0C,F4,00,FC,FF,00,00,00,
130209160,0000002FC,false,Rx,0,7,81,10,01,00,00,00,00,00,
130210416,0000000F0,false,Rx,0,8,FC,FF,FF,FF,FF,FF,FF,FF,
130211520,000000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
130212592,00000026E,false,Rx,0,8,00,40,40,00,FF,FF,FF,FF,
130213684,0000003BE,false,Rx,0,3,FE,FF,FC,00,00,00,00,00,
130229128,0000001B3,false,Rx,0,8,FC,B8,00,F4,04,FF,80,E3,
130230544,0000003B5,false,Rx,0,2,FF,00,00,00,00,00,00,00,
130245428,0000001A6,false,Rx,0,8,41,00,40,00,3F,00,00,FD,
130249192,000000281,false,Rx,0,2,D5,F3,00,00,00,00,00,00,
130254884,0000000E4,false,Rx,0,8,3A,FC,88,82,22,FF,7F,8E,
130256040,00000012F,false,Rx,0,8,B6,76,8A,DD,F1,05,33,0B,
130257140,000000199,false,Rx,0,6,AB,FC,CB,7E,0A,A0,00,00,
130258136,00000019A,false,Rx,0,6,0B,FC,96,7E,00,20,00,00,
130259128,00000019F,false,Rx,0,6,6C,FC,FA,7F,00,20,00,00,
130260284,000000289,false,Rx,0,8,12,FA,E0,E0,E1,00,0C,00,
130261376,0000001A1,false,Rx,0,5,FC,C6,00,00,81,00,00,00,
130262344,0000001C4,false,Rx,0,7,84,00,82,00,3A,FF,FF,00,
130263440,0000001C5,false,Rx,0,7,86,00,80,00,3A,FF,FF,00,
130264492,0000002BB,false,Rx,0,5,04,FA,83,00,F2,00,00,00,
130270272,000000578,false,Rx,0,8,00,00,00,00,20,00,00,78,
130280160,0000003FB,false,Rx,0,6,C7,90,01,10,F0,48,00,00,
130281272,0000003B3,false,Rx,0,7,1F,C8,00,00,00,03,F8,00,
130292816,0000002BF,false,Rx,0,3,A3,B1,16,00,00,00,00,00,
130294880,0000000A5,false,Rx,0,8,7F,FA,0C,D8,80,3A,0B,F1,
130296128,0000003F9,false,Rx,0,8,51,14,82,36,7A,78,0F,47,
130308836,000000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
130329108,0000001B3,false,Rx,0,8,FC,B8,00,F5,04,FF,80,E4,
130345428,0000001A6,false,Rx,0,8,41,00,40,00,3F,00,90,FE,
130349028,000000173,false,Rx,0,8,6D,F6,08,02,20,08,F2,D7,
130350116,000000281,false,Rx,0,2,D5,F3,00,00,00,00,00,00,
130351004,0000002ED,false,Rx,0,3,7B,F9,00,00,00,00,00,00,
130354756,00000012F,false,Rx,0,8,EB,77,8A,DD,F1,05,33,0B,
130355928,0000000E4,false,Rx,0,8,0F,F7,88,82,22,FF,7F,8E,
130357024,000000199,false,Rx,0,6,FD,F7,D8,7E,0A,A0,00,00,
130358140,0000000E2,false,Rx,0,8,F1,FF,E7,FC,FF,FF,FF,FF,
130359348,0000000E6,false,Rx,0,8,F1,FF,E7,FC,FF,FF,FF,FF,
130360576,0000000EA,false,Rx,0,8,81,FF,E7,FC,FF,FF,FF,FF,
130361784,0000000EE,false,Rx,0,8,F1,FF,E7,FD,FF,FF,FF,FF,
130362884,00000018F,false,Rx,0,5,0A,80,F1,FF,FF,00,00,00,
130363828,00000019A,false,Rx,0,6,10,F7,9A,7E,00,20,00,00,
130364824,00000019F,false,Rx,0,6,EA,F7,F7,7F,00,20,00,00,
130365816,0000001A1,false,Rx,0,5,B3,CB,00,00,81,00,00,00,
130366760,0000001C4,false,Rx,0,7,84,00,82,00,44,FF,FF,00,
130367856,0000001C5,false,Rx,0,7,86,00,80,00,44,FF,FF,00,
130368888,0000001D6,false,Rx,0,2,F0,CC,00,00,00,00,00,00,
130369672,0000001EA,false,Rx,0,2,FF,FF,00,00,00,00,00,00,
130370440,0000001EE,false,Rx,0,2,00,FF,00,00,00,00,00,00,
130371236,000000289,false,Rx,0,8,C1,FC,E0,E0,E1,00,0C,00,
130372316,0000002A6,false,Rx,0,2,00,AC,00,00,00,00,00,00,
130373100,0000002BB,false,Rx,0,5,6D,FC,83,00,F2,00,00,00,
130374048,0000002F7,false,Rx,0,6,02,99,51,11,11,F1,00,00,
130376056,000000302,false,Rx,0,7,FF,FF,0A,80,FF,FF,FF,00,
130377096,0000003E6,false,Rx,0,2,FF,FF,00,00,00,00,00,00,
130377892,000000330,false,Rx,0,8,87,CD,03,09,00,16,DC,08,
130382080,000000297,false,Rx,0,7,99,E5,F0,EC,F0,F0,FC,00,
130393172,0000002BF,false,Rx,0,3,A3,F1,16,00,00,00,00,00,
130394856,0000000A5,false,Rx,0,8,AA,F0,08,78,80,56,0B,F1,
130408828,000000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
130418244,000000567,false,Rx,0,8,00,00,00,00,20,00,00,67,
130419820,0000002A0,false,Rx,0,8,88,88,88,01,FF,FF,FF,FF,
130429104,0000001B3,false,Rx,0,8,FC,B8,00,F6,04,FF,80,E5,
130445468,0000001A6,false,Rx,0,8,41,00,40,00,3F,00,20,F0,
130449348,0000002C4,false,Rx,0,8,F1,2B,FF,64,64,64,00,F0,
130450444,0000001B9,false,Rx,0,2,3C,FF,00,00,00,00,00,00,
130451216,000000281,false,Rx,0,2,D9,F3,00,00,00,00,00,00,
130454768,00000012F,false,Rx,0,8,0D,78,8A,DD,F2,05,33,0B,
130455936,0000000E4,false,Rx,0,8,3B,F2,88,82,22,FF,7F,8E,
130457040,000000199,false,Rx,0,6,D4,F2,CD,7E,0A,A0,00,00,
130458036,00000019A,false,Rx,0,6,1A,F2,A9,7E,00,20,00,00,
130459032,00000019F,false,Rx,0,6,8C,F2,EF,7F,00,20,00,00,
130460116,000000289,false,Rx,0,8,7B,FE,E0,E0,E1,00,0C,00,
130461208,0000001A1,false,Rx,0,5,08,C1,00,00,81,00,00,00,
130462164,0000001C4,false,Rx,0,7,84,00,82,00,4E,FF,FF,00,
130463264,0000001C5,false,Rx,0,7,86,00,80,00,4E,FF,FF,00,
130464308,0000002BB,false,Rx,0,5,4A,FE,83,00,F2,00,00,00,
130466820,000000510,false,Rx,0,8,00,00,00,00,FF,FF,00,10,
130493520,0000002BF,false,Rx,0,3,A3,F1,16,00,00,00,00,00,
130494884,0000000A5,false,Rx,0,8,F1,F5,0A,B8,80,3C,0B,F1,
130508832,000000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
130517460,0000000E2,false,Rx,0,8,F1,FF,E7,FC,FF,FF,FF,FF,
130518656,0000000E6,false,Rx,0,8,F1,FF,E7,FC,FF,FF,FF,FF,
130519884,0000000EA,false,Rx,0,8,81,FF,E7,FC,FF,FF,FF,FF,
130521104,0000000EE,false,Rx,0,8,F1,FF,E7,FD,FF,FF,FF,FF,
